frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,-0.0013598363613455957,-0.0008013212828453969,0.0,0.6437696495854701
2,pcc,-0.0045003671667108325,-0.003038553929862216,0.0,0.3954972861540089
3,pcc,-0.010477297923996234,-0.003417254792292494,0.0,0.2517431703126886
4,pcc,-0.009129431218797479,-0.005504202857423349,0.0,0.17638311399199422
5,pcc,-0.005392544351359693,-0.0019246528746618672,0.0,0.13852490466370881
6,pcc,0.003045095161150444,-0.018814314058438215,0.0,0.11830230869114891
7,pcc,0.005418314045536232,-0.014783175710868499,0.0,0.10796441876568905
8,pcc,0.014086227791763979,-0.008989494186453617,0.0,0.10207851661861672
9,pcc,-0.0017664788066099348,-0.006655574077121628,0.0,0.09470912284822461
10,pcc,-0.009171226099321894,-0.021938888074027368,0.0,0.09403717349916549
11,pcc,-0.020429530494694665,-0.03487747044804544,0.0,0.0945260215982396
12,pcc,-0.011459434619833718,-0.05110073427626196,0.0,0.09436635152970976
13,pcc,-0.0005766991734352024,-0.04019865005864181,0.0,0.0981812607450001
14,pcc,0.004056632650694513,-0.03545549886404737,0.0,0.09688844819757067
15,pcc,0.008052216191252303,-0.039991748600590245,0.0,0.0960101094478441
