frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.00032127872157421334,-3.134946966389545e-05,0.0,0.6462041522707638
2,pcc,0.000368459162860533,-0.0024491684054056416,0.0,0.40099909223812574
3,pcc,-0.0010878957440505325,-0.008123464774900661,0.0,0.25956823358731385
4,pcc,0.007831087771535464,-0.011976887512756003,0.0,0.18297903247958727
5,pcc,0.025419398696973253,-0.023226203615706355,0.0,0.1428313497526456
6,pcc,0.03593847479149448,-0.03319732052957749,0.0,0.12640767199113817
7,pcc,0.0351123224218571,-0.008251604148044942,0.0,0.11897204926429177
8,pcc,0.03699391348099424,0.005385791164357802,0.0,0.11283957215512067
9,pcc,0.034069344413541515,-0.0024487933952198043,0.0,0.11218616375265224
10,pcc,0.02554962384857998,0.0054007631332242114,0.0,0.11033921951141112
11,pcc,0.01428267052914133,-0.016702353243556532,0.0,0.10931102673690508
12,pcc,0.004198255393342639,-0.03899314756592137,0.0,0.10820790483580289
13,pcc,-0.00771940159262558,-0.06975597598344277,0.0,0.10639550799081308
14,pcc,0.0014036257270137855,-0.08937709255445161,0.0,0.10551639660577534
15,pcc,0.015841551923647196,-0.10226388043112279,0.0,0.10388675541724425
16,pcc,0.03901189803984227,-0.0866235413085495,0.0,0.10469578145638808
17,pcc,0.03499054830156898,-0.07605140061919533,0.0,0.10678738228064417
18,pcc,0.033642171996160534,-0.06336901531295512,0.0,0.10703042341927393
19,pcc,0.02056114341118407,-0.027474420305740148,0.0,0.10746617351894537
20,pcc,0.010829674891908232,-0.013503128930211921,0.0,0.10904189182607293
21,pcc,0.009292169971545115,-0.01762236220206681,0.0,0.11159531883537037
22,pcc,0.005715683907265271,-0.04151241103747896,0.0,0.11084785983927121
23,pcc,0.006047306962680178,-0.03283782164396052,0.0,0.10951264338261903
24,pcc,-0.0050451392207006415,-0.04419321304428855,0.0,0.10869464944472847
25,pcc,0.0220698910562519,-0.03767006702684569,0.0,0.1070359646364793
26,pcc,0.04557323552429483,-0.03714106672139867,0.0,0.10198266098461524
27,pcc,0.05192088955338812,-0.028611696069650097,0.0,0.10295710027582441
28,pcc,0.03665433264656256,-0.0019067568579008598,0.0,0.10604627959030836
29,pcc,0.010685375141770788,0.010759024621785684,0.0,0.10791972055980437
30,pcc,0.014211113395306332,0.01166683673618664,0.0,0.10915989849483995
31,pcc,0.008255555785064612,0.007211381460999717,0.0,0.10737902020697125
32,pcc,-0.01137893808546088,0.0491427055090127,0.0,0.1064068116220019
33,pcc,-0.01007292189595965,0.0304042673989017,0.0,0.10526527741487118
34,pcc,-0.022313458878243365,-0.012522784537631088,0.0,0.1028112065720172
35,pcc,-0.029315513738302598,-0.045015390681580496,0.0,0.09985969968488333
36,pcc,-0.03840261368065925,-0.0771213502751751,0.0,0.09757187449246718
37,pcc,-0.02334322653703822,-0.09508996685060307,0.0,0.09277543212310181
38,pcc,-0.005769678917996006,-0.10389356152455817,0.0,0.08993674829724976
39,pcc,0.0020731326873626053,-0.11918219411099579,0.0,0.0887386866465756
40,pcc,0.0016449849495879301,-0.14348520919291488,0.0,0.08614692294014839
41,pcc,-0.004803997209176342,-0.13370195971606322,0.0,0.08538541597039565
42,pcc,0.0030968803045737354,-0.13492576458198638,0.0,0.0837098983213126
43,pcc,0.016750132845618545,-0.15546543190803339,0.0,0.07905323570823534
44,pcc,0.013729238593656327,-0.14898289403775325,0.0,0.07546397582173563
45,pcc,0.008199162131448834,-0.1400177108828234,0.0,0.07477965372823075
46,pcc,0.007666947320925955,-0.12239604880194954,0.0,0.07536356439292156
