frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,euclidean,0.005605247231465662,0.0017884280066779023,-0.029138817,0.9945513988515353
2,euclidean,0.006846160378689103,-0.009858591404952287,0.0022691742,0.9930428920162861
3,euclidean,0.010929410346197618,-0.01777062150037821,0.012115736,0.9910007632271426
4,euclidean,0.00950651596667809,-0.010521174217733341,0.0125347525,0.9902960680057428
5,euclidean,0.008311599225124016,-0.005142500709490046,0.015599915,0.9892488249294226
6,euclidean,0.006420623255111674,-0.002859761573154417,0.03434445,0.9886188909265404
7,euclidean,0.0059948822460781604,-0.004306530863716379,0.025100917,0.9882205555678969
8,euclidean,0.006081231077087866,-0.00486112195135176,0.034754425,0.988248308036951
9,euclidean,0.007157076582224229,-0.002680499493797194,0.029955395,0.9880186882061452
10,euclidean,0.007076525945912113,-0.0055085925065131375,0.022748692,0.986685407926585
11,euclidean,0.0064444285842469775,-0.005945897515238666,0.009180264,0.9880779193342035
12,euclidean,0.009476166310930676,-0.0065414613919719524,0.02079098,0.9852751945439169
13,euclidean,0.006369953594674094,-0.0031448256464462715,0.006319235,0.9840445189606641
14,euclidean,0.005080917220955917,-0.0050807508399468805,0.014348931,0.9829656226749036
15,euclidean,0.0028463665505972257,-0.0057642084040395464,0.01274144,0.9840775860611024
16,euclidean,0.0010294273172413847,-0.004706884065201463,0.01498979,0.9842558872413626
17,euclidean,0.00514450541919448,-0.0038684610252941367,0.024626642,0.9821773881353821
18,euclidean,0.003991024480469098,-0.004821542279639152,0.02969142,0.9818674838790524
19,euclidean,0.004270576406455656,-0.0017822988597787602,0.035413913,0.9811939585432065
20,euclidean,0.001271011220875555,-0.0011292915231082368,0.022151984,0.9811339175380224
21,euclidean,0.0022218966892983416,-0.007506951093460662,0.015803816,0.9837610744951105
22,euclidean,0.0036787367670334504,-0.004306175188641703,0.026895845,0.9821701840708356
23,euclidean,0.005999840947908415,-0.005520734616166107,0.023156572,0.9831378527968415
24,euclidean,0.005153579920792286,-9.542099664496483e-05,0.031115478,0.9825717239996467
25,euclidean,0.0037759571264204634,-0.0026367482780450258,0.03221602,0.9846033639883538
26,euclidean,0.003087528574718971,-0.0045881257951209805,0.0418634,0.9850476541123636
27,euclidean,0.005159403673426858,-0.0020087582738421224,0.05716814,0.985918149142973
28,euclidean,0.0023353474826852652,-0.002520532012801108,0.047400087,0.9862362016357891
29,euclidean,0.0057665111429070996,-0.0018406220327552777,0.055871036,0.9862813944747211
30,euclidean,0.003977824395531268,-0.005518962520821391,0.04916387,0.9864735781262722
31,euclidean,0.004055803072236445,-0.0009816793007165659,0.05926965,0.9868465634984119
32,euclidean,0.004000563353940455,-0.0020233101941441517,0.06673018,0.9870126744396208
33,euclidean,0.005059774412900797,-0.0007774681146793407,0.071431555,0.9871123759667683
34,euclidean,0.008032009870397065,0.00018509245865124422,0.06840423,0.9870574669747162
35,euclidean,0.0057285724236992835,-0.0014890801671696046,0.048944157,0.9869799073610603
36,euclidean,0.007289121852720243,-0.0022660423131200176,0.06244699,0.9867838897472841
37,euclidean,0.004761927488547752,-0.0005858280392497492,0.06315799,0.9862668780246324
38,euclidean,0.005559661952600889,-0.005424451934429583,0.047595214,0.9858930096232905
39,euclidean,0.0068368474176668526,-0.002040656663014314,0.038191058,0.9854449293635272
40,euclidean,0.004098382654211572,-0.002001608387951168,0.017968092,0.9853610274049261
41,euclidean,0.005438342135407513,-0.0004400337694868955,0.023835367,0.9851327255473041
42,euclidean,0.0029027755026128847,-0.006413647064382698,0.019537928,0.9845372430845057
43,euclidean,0.002217938135105812,-0.0003803054470500046,0.023123449,0.9840896239993606
44,euclidean,0.008232565207177559,-0.0045700003460380795,0.010785695,0.9836272687268474
45,euclidean,0.005135545673757771,-0.0029489846504762943,0.006033055,0.9834266556787167
46,euclidean,0.0058076766126140085,-0.0034908956056327683,0.0054112677,0.9833058929857417
47,euclidean,0.003904521177812733,-0.0030646184198884303,0.0024069755,0.9828988140183961
48,euclidean,-0.002259256678361549,-0.00046183818363597964,0.006688672,0.9826282430686122
49,euclidean,0.004723092251218889,-0.001650223064188438,0.005214651,0.9825924272232414
50,euclidean,0.004039621369099058,0.0025238082759387087,0.0043106135,0.9827351594555178
51,euclidean,0.001320355170968845,-0.004054272900065632,0.0063836225,0.9823763392641375
52,euclidean,0.0040207438994526385,-0.005551321417264694,0.011373311,0.982045128545351
53,euclidean,0.0033912648841758508,-0.0035222228464957435,0.02676961,0.9822165729464409
54,euclidean,0.005095673673333505,-0.004983064995419678,0.02519781,0.9823570021384238
55,euclidean,0.0007627791941597404,-0.0030136099105297644,0.02523441,0.9821980167381908
56,euclidean,0.003577711635570969,-0.001745437399959035,0.03869426,0.9827763063599242
57,euclidean,-0.0012004897996754215,-0.002813522293994498,0.03850763,0.9820808345744337
58,euclidean,0.0014549329499353454,0.0006745575163159413,0.05314433,0.9827197155799996
59,euclidean,-0.00043583027727897735,-0.0021841331365349045,0.050090406,0.9824551667279958
