frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.0009911935023071683,-0.0012290406046133913,0.0,0.633460326378475
2,pcc,0.0009183246889197848,-0.0026849103643832913,0.0,0.3805887256441043
3,pcc,0.00656838918902744,-0.006030020655276325,0.0,0.2329703286721979
4,pcc,0.00937711090776323,-0.01603801427587034,0.0,0.1571361296211836
5,pcc,0.002666846957651434,-0.013127770899308758,0.0,0.11677033854358088
6,pcc,-0.010329689778850282,-0.007507316027881024,0.0,0.09830906947626245
7,pcc,-0.017027671048137405,-0.004541978563411976,0.0,0.08912528774909079
8,pcc,-0.01690653432884283,0.009761159103263735,0.0,0.08548492628192969
9,pcc,-0.0014886316721299787,0.015488459166695319,0.0,0.07915866110726236
10,pcc,0.010825868534879152,-0.0072743286901100395,0.0,0.0728424761458071
11,pcc,0.010299974899850172,-0.032756619190822914,0.0,0.07264466710983301
12,pcc,0.020276483462251207,-0.01991099329295893,0.0,0.06729351545404595
13,pcc,0.015258691084700612,-0.009981750925733359,0.0,0.06635514201294794
14,pcc,0.00854178218147869,0.008860738662381667,0.0,0.06863904075163073
15,pcc,-0.011832761727229716,0.013525960917354212,0.0,0.06744268985769557
16,pcc,-0.00578417207028365,0.016736907609872283,0.0,0.06937553122770619
17,pcc,-0.010242084160527323,0.038460120483537634,0.0,0.06923045637284163
18,pcc,-0.007907773506902752,0.010331724722398631,0.0,0.07112619222176421
19,pcc,-0.0010708982999386,0.007094610056164306,0.0,0.07006629817005136
20,pcc,-0.029056664794025897,0.021489598586897238,0.0,0.06881395145709836
21,pcc,-0.029055778731934087,0.035691929487365937,0.0,0.06538475212281263
22,pcc,-0.02651458703088109,0.03355891515966139,0.0,0.06176916181070325
23,pcc,-0.035304881671760484,0.04659760769841579,0.0,0.059497279690387705
24,pcc,-0.031230561880459244,0.0473125165570359,0.0,0.0602594919703741
