frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,-0.0009838530425311412,-0.0008937799043434883,0.0,0.6411125094364437
2,pcc,-0.004008129730731006,-0.003370802443766907,0.0,0.391449055569497
3,pcc,-0.011235761299521361,-0.0036895261750958855,0.0,0.24722849968988486
4,pcc,-0.010419817162093298,-0.004408077694222751,0.0,0.17098932777027123
5,pcc,-0.00714817717057626,-0.0032747036717357867,0.0,0.13294640940236221
6,pcc,0.005756732851318167,-0.023445340451205374,0.0,0.11211537076040441
7,pcc,0.008153110975293958,-0.017204193831153465,0.0,0.10178839281475512
8,pcc,0.018603908364989426,-0.011000792536609686,0.0,0.09594787888370392
9,pcc,0.001112741146345218,-0.006745014281091649,0.0,0.08897029966788961
10,pcc,-0.0075289730959539405,-0.030334525589219983,0.0,0.08801270843858888
11,pcc,-0.02231434795759571,-0.04514387628418898,0.0,0.08866386366770163
12,pcc,-0.01062915900537415,-0.06294600285265214,0.0,0.08898611675541818
13,pcc,0.0007199046071037886,-0.0530550115780985,0.0,0.09264537661006968
14,pcc,0.008549937489554819,-0.041717081048410515,0.0,0.09102012948973469
15,pcc,0.012872578971251028,-0.04820513170947397,0.0,0.08965089922928639
