frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,euclidean,0.32231677,0.21636099,-0.0109075215,0.9847141056311111
2,euclidean,0.29951942,0.34829468,0.0007406248,0.9849450712225878
3,euclidean,-0.0067661214,0.39325708,-0.015622584,0.9842620155546504
4,euclidean,0.41610765,0.13042042,-0.017388953,0.9799462773448492
5,euclidean,0.18268153,0.28122026,-0.024251273,0.9796353445363007
6,euclidean,0.17028637,0.37793818,-0.027993232,0.9680433825659487
7,euclidean,-0.023267226,0.46507633,-0.03142857,0.9704651061651437
8,euclidean,-0.2845063,0.41479772,-0.047820743,0.9656719502051153
9,euclidean,0.2924478,0.32866633,-0.0138031775,0.9643138990870238
10,euclidean,-0.74448943,0.84731466,-0.052846607,0.9634008581447712
11,euclidean,-0.5379787,0.8319254,-0.05837024,0.9511063756678078
12,euclidean,-0.55319864,0.9159194,-0.062069546,0.9423997014045713
13,euclidean,-0.78169715,0.93313503,-0.06969614,0.9400540737045439
14,euclidean,-0.75350344,0.97520715,-0.06530299,0.9546040496579402
15,euclidean,-0.8489188,1.069639,-0.06676244,0.9554539579240048
16,euclidean,-0.25719872,0.8991625,-0.06141997,0.9446756635900658
17,euclidean,-0.034659334,0.8033945,-0.055042375,0.9449793054664003
18,euclidean,0.3857782,0.6838805,-0.01842825,0.955471448242156
19,euclidean,1.3585035,0.07967637,0.0017457136,0.9597666275382107
20,euclidean,0.84218174,0.30140263,0.007972772,0.9563612443514625
21,euclidean,1.0773872,-0.06899987,0.0042758677,0.9618705843028812
22,euclidean,0.2642245,0.14995985,-0.020888384,0.9602051038027091
23,euclidean,0.48748252,0.0027752738,0.015486556,0.9658460759716057
24,euclidean,1.0954918,-0.3049077,0.026294393,0.9659891905520651
25,euclidean,0.7086531,-0.47395688,0.023412678,0.9660349575063462
