frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.0009924185611530345,-0.001258796550157948,0.0,0.6334159469470974
2,pcc,0.0009741034492150303,-0.002699111696846085,0.0,0.38061494261608014
3,pcc,0.0065735465838265335,-0.006011074154610292,0.0,0.2330060663653131
4,pcc,0.00932456501566854,-0.01605360332315456,0.0,0.15713651382443322
5,pcc,0.0026338996687207835,-0.012852701364968454,0.0,0.11682775521971617
6,pcc,-0.01066288176804663,-0.007596521315164861,0.0,0.0983434381649034
7,pcc,-0.017068918059456276,-0.00432017163864484,0.0,0.08911021899509518
8,pcc,-0.016974663522045783,0.009921089033795252,0.0,0.08554739360840544
9,pcc,-0.0016818919126013376,0.015459566124276273,0.0,0.07912164099880538
10,pcc,0.01180819402621557,-0.0067395760768554185,0.0,0.07292100762089349
11,pcc,0.010544075727580997,-0.03067811575447554,0.0,0.07264943482451947
12,pcc,0.020759498362277983,-0.020286824592930203,0.0,0.06730979680354736
13,pcc,0.014597406385234846,-0.010496446444551482,0.0,0.06635546609406798
14,pcc,0.00788968178148658,0.00926034407557146,0.0,0.06859418959635505
15,pcc,-0.011280010457797177,0.013756575677476422,0.0,0.06734959375760506
16,pcc,-0.006110397658985707,0.016364432571911367,0.0,0.06929628927271483
17,pcc,-0.010300104674783931,0.03894374497673939,0.0,0.06912011328392156
18,pcc,-0.008289826850144465,0.009379596294592674,0.0,0.07100851772720664
19,pcc,-0.0012185739561598166,0.006701595950942601,0.0,0.07016093047249189
20,pcc,-0.029386459888302303,0.022401121448368692,0.0,0.06875074166093893
21,pcc,-0.029760564702895394,0.03685633659159117,0.0,0.06541172342609965
22,pcc,-0.026978393313407983,0.03276937861794524,0.0,0.061747431712952425
23,pcc,-0.0360751644205922,0.04669890624909152,0.0,0.05954330342252003
24,pcc,-0.030403959750087587,0.048172185925170544,0.0,0.06026174411965205
