frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,euclidean,-0.34315395,0.036050364,-0.017389651,1.0,0.9996879913539969
2,euclidean,-0.50912523,0.00833079,-0.023201024,1.0,0.9993920442403913
3,euclidean,-0.6290181,-0.012211994,-0.02683372,1.0,0.9994554402298751
4,euclidean,-0.47899154,-0.102453485,-0.022210803,1.0,0.9992350076109742
5,euclidean,-0.051610276,-0.22519921,-0.007665451,1.0,0.999295231781118
6,euclidean,0.0035819607,-0.5365274,-0.018911492,1.0,0.9994565550710545
7,euclidean,-0.4856031,-0.5391497,-0.065419726,1.0,0.9974273296206526
8,euclidean,-1.2032373,-0.40577474,-0.13064146,0.99999994,0.9935874024823824
9,euclidean,-0.7951953,-0.63330346,-0.09673936,1.0,0.9948858165912667
10,euclidean,-0.40768263,-0.7307885,-0.0616277,0.99999994,0.9962067565077803
11,euclidean,-0.4226486,-0.6731807,-0.052455947,1.0,0.9972231460654081
12,euclidean,-0.41860828,-0.58628863,-0.049852706,1.0,0.9980189973233035
13,euclidean,-0.18240523,-0.47480482,-0.042879917,0.99999994,0.9983983821552472
14,euclidean,0.094822854,-0.5380838,-0.03539056,1.0,0.9986976995586347
15,euclidean,0.14565805,-0.5853848,-0.03856906,1.0,0.998934505831205
