frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,euclidean,-0.38192496,0.032052428,-0.019130586,1.0,0.9996537276825285
2,euclidean,-0.58153206,0.012227525,-0.026425889,1.0,0.9995291286609733
3,euclidean,-0.7347451,0.00047797002,-0.032217354,0.99999994,0.9995211330543743
4,euclidean,-0.60329115,-0.09891768,-0.028388083,1.0,0.9993202491660986
5,euclidean,-0.16414036,-0.21509965,-0.013078961,1.0,0.9991093357988933
6,euclidean,-0.07422532,-0.519738,-0.022898516,1.0,0.9993895242569272
7,euclidean,-0.4847746,-0.4953448,-0.065749355,1.0,0.9977156768168928
8,euclidean,-1.1047757,-0.31621298,-0.12711698,1.0,0.994693128896064
9,euclidean,-0.7922686,-0.50611526,-0.09876749,1.0,0.9955417150179386
10,euclidean,-0.47997043,-0.6021331,-0.06803002,1.0,0.9964712361904091
11,euclidean,-0.5048981,-0.57602286,-0.060062412,1.0,0.9972441874675498
12,euclidean,-0.52788895,-0.5249816,-0.057921022,0.99999994,0.9979634845665762
13,euclidean,-0.3179042,-0.43298265,-0.05166886,1.0,0.9983030896234754
14,euclidean,-0.050769914,-0.52093226,-0.04398584,1.0,0.9987005996949291
15,euclidean,0.06606848,-0.59783846,-0.044137575,1.0,0.9990661069402321
