frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,method8_multiscale_selective,-0.18630580604076385,0.09579876065254211,-0.005179109051823616,1.0,0.9998304059635984
2,method8_multiscale_selective,-0.499864399433136,0.2686972916126251,-0.020111270248889923,1.0,0.9993621231795797
3,method8_multiscale_selective,-0.5162417888641357,0.3208061754703522,-0.023513613268733025,1.0,0.9993744366914409
4,method8_multiscale_selective,-0.11933135986328125,0.17093056440353394,-0.020071769133210182,1.0,0.9996932750200745
5,method8_multiscale_selective,0.7770704030990601,-0.23032929003238678,0.009361162781715393,1.0,0.9997158343892992
6,method8_multiscale_selective,1.3310030698776245,-0.5790563821792603,0.025763172656297684,0.9999999403953552,0.9993973499242637
7,method8_multiscale_selective,1.3709858655929565,-0.5206382870674133,0.030640874058008194,1.0,0.999404867646632
8,method8_multiscale_selective,0.8988297581672668,-0.4071251153945923,0.015458211302757263,0.9999999403953552,0.9992844315189069
9,method8_multiscale_selective,0.28521639108657837,-0.10537739098072052,-0.004767905920743942,1.0,0.9993198214045778
10,method8_multiscale_selective,-0.3081769049167633,0.07918071746826172,-0.025395413860678673,0.9999999403953552,0.9991686994169009
11,method8_multiscale_selective,-0.5426327586174011,0.16949519515037537,-0.02770761400461197,1.0,0.9990200868809923
12,method8_multiscale_selective,-0.6109560132026672,0.1356482207775116,-0.03321214020252228,1.0,0.9990006478960588
13,method8_multiscale_selective,-0.6922711133956909,0.23270262777805328,-0.034399423748254776,1.0,0.9991263194543378
14,method8_multiscale_selective,-0.6638981699943542,0.15844528377056122,-0.03954271972179413,1.0,0.9991426063405098
15,method8_multiscale_selective,-0.4418548047542572,0.01749393343925476,-0.02908136695623398,1.0,0.9991041455226591
16,method8_multiscale_selective,0.004224808886647224,-0.3617812991142273,-0.01568133383989334,0.9999999403953552,0.9991317096915313
17,method8_multiscale_selective,0.3290408253669739,-0.47266101837158203,-0.0011734309373423457,1.0,0.9986071461508095
18,method8_multiscale_selective,0.07617563754320145,-0.4122435450553894,-0.010934489779174328,1.0,0.999013457933558
19,method8_multiscale_selective,-0.3632098138332367,-0.17592623829841614,-0.025489632040262222,0.9999999403953552,0.998952280054629
20,method8_multiscale_selective,-1.0201811790466309,-0.1097755953669548,-0.04225694760680199,0.9999999403953552,0.9990483207960145
21,method8_multiscale_selective,-3.6129794120788574,1.172788143157959,-0.15109142661094666,1.0,0.9986783771466464
22,method8_multiscale_selective,-3.9875245094299316,1.28536057472229,-0.15511052310466766,1.0,0.9987687470156199
