frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,euclidean,-0.3446935,0.018541243,-0.01677356,0.99999994,0.9996325608290082
2,euclidean,-0.50074655,-0.027708663,-0.021334423,1.0,0.9992352087976322
3,euclidean,-0.6122577,-0.0553368,-0.023838174,1.0,0.999260195447538
4,euclidean,-0.45590416,-0.15598486,-0.018417584,1.0,0.9990215475648624
5,euclidean,-0.046064507,-0.28002116,-0.0048451186,1.0,0.9991788743863322
6,euclidean,0.038114503,-0.58874923,-0.01145168,1.0,0.999448027657072
7,euclidean,-0.2971661,-0.61249804,-0.040284246,1.0,0.9977182818282804
8,euclidean,-0.91527,-0.5311925,-0.08756836,0.99999994,0.9931942428205326
9,euclidean,-0.57331973,-0.7969345,-0.062783465,1.0,0.9943052426399934
10,euclidean,-0.25327474,-0.90159816,-0.038067695,0.99999994,0.9954131693522136
11,euclidean,-0.320746,-0.8161102,-0.035019934,1.0,0.9964091113385724
12,euclidean,-0.35009468,-0.68531907,-0.03694509,1.0,0.9973944977536259
13,euclidean,-0.12065027,-0.56048673,-0.031631526,0.99999994,0.9980191432381944
14,euclidean,0.16119689,-0.60674137,-0.025875917,0.99999994,0.9982513174477999
15,euclidean,0.22160122,-0.62231016,-0.028878339,1.0,0.9986608521851087
