frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,,0.0,0.0,0.0,0.9996981620788574,0.0
2,,0.0,0.0,0.0,1.000473976135254,0.0
3,,0.0,0.0,0.0,1.0015586614608765,0.0
4,,0.0,0.0,0.0,1.0016084909439087,0.0
5,,0.0,0.0,0.0,1.0017430782318115,0.0
6,,0.0,0.0,0.0,1.0012198686599731,0.0
7,,0.0,0.0,0.0,1.0010428428649902,0.0
8,,0.0,0.0,0.0,1.0016957521438599,0.0
9,,0.0,0.0,0.0,1.001621127128601,0.0
10,,0.0,0.0,0.0,1.0020447969436646,0.0
11,,0.0,0.0,0.0,1.0015532970428467,0.0
12,,0.0,0.0,0.0,1.0035111904144287,0.0
13,,0.0,0.0,0.0,1.0039832592010498,0.0
14,,0.0,0.0,0.0,1.0024306774139404,0.0
15,,0.0,0.0,0.0,0.9997614622116089,0.0
