frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,-0.00122475798364895,-0.000907891415425712,0.0,0.6430610438472246
2,pcc,-0.004434430500496402,-0.0033665360197386402,0.0,0.3944115734443647
3,pcc,-0.010448947340143278,-0.003268605666233691,0.0,0.2505256617632295
4,pcc,-0.008912121388806413,-0.005310488423832994,0.0,0.1750128156115237
5,pcc,-0.005493129808759901,-0.002592929674239847,0.0,0.1368884426194443
6,pcc,0.0032569885396341912,-0.020735008966996617,0.0,0.11665739032354583
7,pcc,0.006463382521294104,-0.015716917114907074,0.0,0.1064730592219365
8,pcc,0.015073299559886883,-0.009128086792860245,0.0,0.10052857218909207
9,pcc,-0.0013149358967226236,-0.006795180836680538,0.0,0.09333501396345144
10,pcc,-0.009085035955731726,-0.02611899759367524,0.0,0.09275836685966173
11,pcc,-0.021180949449376443,-0.03751382397387188,0.0,0.0931982117178442
12,pcc,-0.011740410089323344,-0.054227295476480766,0.0,0.09300542447120828
13,pcc,-0.0005860581155079236,-0.04428607032281815,0.0,0.09694098891444745
14,pcc,0.005171307582281321,-0.03863661740918531,0.0,0.09500708495839887
15,pcc,0.008161073186875282,-0.040885010090247725,0.0,0.09436464627308645
