frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.02920710907529509,-0.01900029672810991,0.0,0.22794122200470224
2,pcc,0.0161878295115634,-0.029188697087418784,0.0,0.23047316942432683
3,pcc,0.012296999841447344,-0.03956267093750316,0.0,0.23116788291161355
4,pcc,-0.013365559690579268,-0.03407984921157754,0.0,0.2361641593558055
5,pcc,0.03665876384281855,0.012464335677477333,0.0,0.2266332950576296
6,pcc,0.004290440383829528,-0.035245932947605634,0.0,0.23352488312859576
7,pcc,-0.024112164463243466,-0.05309693518717185,0.0,0.2232990903535838
8,pcc,-0.0241158114758725,-0.03960700267618906,0.0,0.22822520132198584
9,pcc,-0.0308095527255772,-0.042198669687603246,0.0,0.21748191114098392
10,pcc,-0.022724475075248364,-0.05647224910992219,0.0,0.1941848350845218
11,pcc,-0.03938305183546422,-0.025116240378555563,0.0,0.20387690795541336
12,pcc,-0.023656616674646032,0.02491456095607879,0.0,0.2211138584124508
13,pcc,0.008027167871834131,0.04166553285738313,0.0,0.22672959553620337
14,pcc,0.024839197946676644,0.06560229641667745,0.0,0.21589234363554874
15,pcc,0.013070067381826147,0.06400306602901319,0.0,0.21994543322795673
16,pcc,0.01434451975042326,0.05604791417817567,0.0,0.22284310319634681
17,pcc,0.020880006965014665,0.06030357990877923,0.0,0.22264834369529743
18,pcc,0.006717195293868245,0.03943988959529218,0.0,0.22952049764165933
