frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,method8_multiscale_selective,-0.19164595007896423,0.10161564499139786,-0.005694166757166386,1.0,0.9998690236286522
2,method8_multiscale_selective,-0.48668092489242554,0.2678731083869934,-0.0199123602360487,1.0,0.9994981512800643
3,method8_multiscale_selective,-0.502429723739624,0.34005439281463623,-0.024572819471359253,0.9999999403953552,0.9995212360317788
4,method8_multiscale_selective,-0.11223136633634567,0.1920999139547348,-0.021578602492809296,1.0,0.9998267517841372
5,method8_multiscale_selective,0.8033536076545715,-0.2340961992740631,0.008584151975810528,1.0,0.9998002406266219
6,method8_multiscale_selective,1.3501267433166504,-0.5812915563583374,0.024732375517487526,0.9999999403953552,0.9995304002272531
7,method8_multiscale_selective,1.3924473524093628,-0.5348568558692932,0.030463112518191338,1.0,0.999536449687643
8,method8_multiscale_selective,0.9051724672317505,-0.43790462613105774,0.01595740206539631,0.9999999403953552,0.9994538710095735
9,method8_multiscale_selective,0.29135847091674805,-0.14337538182735443,-0.0039020334370434284,1.0,0.999598629712607
10,method8_multiscale_selective,-0.3051198720932007,0.054570719599723816,-0.025457076728343964,0.9999999403953552,0.9994373249091143
11,method8_multiscale_selective,-0.5515016913414001,0.1665358692407608,-0.029240688309073448,1.0,0.9992571653987969
12,method8_multiscale_selective,-0.6201087832450867,0.1397535502910614,-0.035246342420578,1.0,0.9992700011861011
13,method8_multiscale_selective,-0.6908957958221436,0.2518853545188904,-0.0367576964199543,1.0,0.9993701461730633
14,method8_multiscale_selective,-0.6287941336631775,0.15485011041164398,-0.04052349179983139,1.0,0.9993150916556504
15,method8_multiscale_selective,-0.42096632719039917,0.040799371898174286,-0.03176001086831093,0.9999999403953552,0.999374477515708
16,method8_multiscale_selective,0.006339905317872763,-0.33524614572525024,-0.019660769030451775,1.0,0.9994414036352451
17,method8_multiscale_selective,0.32544663548469543,-0.4330826997756958,-0.005618584807962179,1.0,0.9990071877566521
18,method8_multiscale_selective,0.06340469419956207,-0.3974854052066803,-0.014642270281910896,0.9999999403953552,0.9993588969516269
19,method8_multiscale_selective,-0.36945244669914246,-0.14652708172798157,-0.02935614436864853,1.0,0.9993212259587548
20,method8_multiscale_selective,-1.0374865531921387,-0.06323432177305222,-0.04757620394229889,1.0,0.9994575244981257
21,method8_multiscale_selective,-3.617617607116699,1.3215816020965576,-0.1617077887058258,1.0,0.9990967462723696
22,method8_multiscale_selective,-3.986218214035034,1.4372828006744385,-0.1659727692604065,1.0,0.9991375473132874
