frame,method,dx,dy,rotation,scale,ecc_score
0,mask,0.0,0.0,0.0,1.0,1.0
1,,0.0,0.0,0.0,0.9996904134750366,0.0
2,,0.0,0.0,0.0,1.0000076293945312,0.0
3,,0.0,0.0,0.0,1.000288963317871,0.0
4,,0.0,0.0,0.0,1.0000414848327637,0.0
5,,0.0,0.0,0.0,1.000146508216858,0.0
6,,0.0,0.0,0.0,1.0001591444015503,0.0
7,,0.0,0.0,0.0,1.0003494024276733,0.0
8,,0.0,0.0,0.0,1.0008823871612549,0.0
9,,0.0,0.0,0.0,1.0001896619796753,0.0
10,,0.0,0.0,0.0,0.999718964099884,0.0
11,,0.0,0.0,0.0,0.9993381500244141,0.0
12,,0.0,0.0,0.0,0.9997349381446838,0.0
13,,0.0,0.0,0.0,1.000013828277588,0.0
14,,0.0,0.0,0.0,0.9998422861099243,0.0
15,,0.0,0.0,0.0,0.9990522265434265,0.0
