frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,euclidean,0.2593249,0.023735996,0.006875021,0.9893535532849537
2,euclidean,0.24466932,0.19249932,0.0023630243,0.9826967923020975
3,euclidean,0.06560621,0.23506917,-0.00019837933,0.9826932865170913
4,euclidean,0.9470567,-0.048376735,0.027804052,0.9768009677694438
5,euclidean,0.69655496,0.11175746,0.019116994,0.9759628115062067
6,euclidean,0.9498012,0.027979966,0.014896266,0.9691531024247317
7,euclidean,0.5606167,0.15520722,0.005850867,0.9649560411872552
8,euclidean,0.5287624,0.19539142,0.0010059745,0.9515777763657354
9,euclidean,0.51795167,0.2506406,0.008141684,0.9622488001712641
10,euclidean,-0.26216254,0.63629913,-0.008208314,0.9609669688980697
11,euclidean,-0.17571495,0.66675156,-0.0098317,0.9591245045491723
12,euclidean,-0.74378157,0.9372847,-0.033412248,0.961998501338474
13,euclidean,-0.6249657,0.861489,-0.022894295,0.9541991797006095
14,euclidean,-0.57977384,0.8701073,-0.022887314,0.9645409986569836
15,euclidean,-0.67483866,0.9635723,-0.024283541,0.9652914687309435
16,euclidean,-0.24148965,0.88160056,-0.030081095,0.9521312000138924
17,euclidean,-0.009080479,0.77302897,-0.023077376,0.952017076518897
18,euclidean,0.4977658,0.7059904,0.00038839038,0.9495604269875253
19,euclidean,1.3435483,0.09691663,0.020643676,0.9649182256534335
20,euclidean,0.8326335,0.28413698,0.02003441,0.9664026639634131
21,euclidean,1.0733533,-0.046212725,0.023066001,0.9672926076935648
22,euclidean,0.72020066,-0.033385124,0.018448815,0.9673577043509848
23,euclidean,0.4635522,-0.018027872,0.022090584,0.9688574205914524
24,euclidean,1.0591445,-0.34321105,0.03321726,0.9700764164892766
25,euclidean,0.6934623,-0.5085569,0.03127916,0.969319040150352
