frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,-0.001046471274492413,-0.0008712377958895354,0.0,0.6421828624383361
2,pcc,-0.004174345726330437,-0.0034983423824042777,0.0,0.3928434700098491
3,pcc,-0.010396784989659439,-0.0031315659178771118,0.0,0.24863253276500238
4,pcc,-0.00882550666030574,-0.005373349925845064,0.0,0.1729233053408584
5,pcc,-0.006123983874305826,-0.003150995120555081,0.0,0.13473906715534878
6,pcc,0.0033816814290513523,-0.02207903573805529,0.0,0.11424690067964138
7,pcc,0.0066263735001507295,-0.016539637585497827,0.0,0.1042900432730105
8,pcc,0.01571893654244005,-0.009645958467550248,0.0,0.09831018377006691
9,pcc,-0.0005754219667563303,-0.0075734707101727675,0.0,0.09112886727382513
10,pcc,-0.010213840319771883,-0.02939932916100947,0.0,0.09064858001625165
11,pcc,-0.023165105210101122,-0.04096796107045745,0.0,0.09108573536486296
12,pcc,-0.012208282261617605,-0.056870884754345895,0.0,0.09088722766466024
13,pcc,-0.0008820271169851388,-0.04841254354756166,0.0,0.09484981528445068
14,pcc,0.0060570618882038775,-0.04270548466236917,0.0,0.09264562418236329
15,pcc,0.009790774373767424,-0.04557244351123686,0.0,0.09177512277088405
