frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,-0.0012508792509090413,-0.0008250883562763882,0.0,0.6428417129752272
2,pcc,-0.00446700607667053,-0.0034415702628245396,0.0,0.39442578746339907
3,pcc,-0.010645174063030338,-0.003923137454241781,0.0,0.25069115584883117
4,pcc,-0.00960574042930355,-0.006338368461514936,0.0,0.17527463722899517
5,pcc,-0.0059560528832026454,-0.003030625701690665,0.0,0.13739121367943488
6,pcc,0.0033582409183993763,-0.022151935734991877,0.0,0.11732399653944982
7,pcc,0.0065909625288107,-0.015804004803786145,0.0,0.10697594425592583
8,pcc,0.014148481224462198,-0.010783381474402023,0.0,0.10117044887395321
9,pcc,-0.0022333950694944983,-0.007603383727006806,0.0,0.09385083700290399
10,pcc,-0.010378073222336165,-0.026387137041774405,0.0,0.09337005450319417
11,pcc,-0.021219546362351047,-0.03577573448770547,0.0,0.09372234611302115
12,pcc,-0.01169316663451422,-0.05336309755528525,0.0,0.09334618654154002
13,pcc,-0.0005426117468457152,-0.04322844553760342,0.0,0.09729190906670634
14,pcc,0.005380434108085938,-0.03809192695465611,0.0,0.09539491043423956
15,pcc,0.007646787799522546,-0.04327378659209623,0.0,0.09481411536616093
