frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.0007225337197361978,0.001070403015916511,0.0,0.2570316084501846
2,pcc,-0.0007724148326140981,0.008586541680512504,0.0,0.25841802948582654
3,pcc,-0.005202803391156764,0.0041967073043918356,0.0,0.2600591483539693
4,pcc,0.002991362747597502,0.006178055087233767,0.0,0.2623860832997315
5,pcc,-0.001660929304772332,0.007846828708749245,0.0,0.26484074646421646
6,pcc,0.002440335454527788,0.008415937178397257,0.0,0.2665766440115795
7,pcc,-0.0024625156151295243,0.009024013570246844,0.0,0.2650510124159049
8,pcc,-0.004409055358286686,0.00974226614209626,0.0,0.25950041781404737
9,pcc,-0.004023686996145893,0.014690794157088193,0.0,0.25903955892472635
10,pcc,-0.006043156014762783,0.014693467142876495,0.0,0.2517462320234363
11,pcc,-0.009281313949267041,0.015125075219593971,0.0,0.25013163450011794
12,pcc,-0.006298494271941267,0.01917466360562387,0.0,0.24749053863142753
13,pcc,-0.0108547440582333,0.017657706259381022,0.0,0.245517349305876
14,pcc,-0.009896512169542558,0.017408337260601595,0.0,0.2451433472155875
15,pcc,-0.008417759654872816,0.01591515022477315,0.0,0.24518600013937278
16,pcc,-0.009931933466261601,0.018581232919361323,0.0,0.24658949276535455
17,pcc,-0.0029930039079660454,0.019383454935582533,0.0,0.24711352441692033
18,pcc,-0.008795142215055432,0.017187792173685202,0.0,0.246799205536256
19,pcc,0.004347874319710545,0.014108382427624116,0.0,0.2589651595896492
20,pcc,-0.0024698407168258557,0.016853418471276763,0.0,0.2579064063615138
21,pcc,0.0008687021284062879,0.011502980086070537,0.0,0.2595460347518937
22,pcc,-0.0039806006524210616,0.009137108638476284,0.0,0.26120461176194104
23,pcc,-0.010566594526924683,0.01232825315477778,0.0,0.26165920532983505
24,pcc,-0.0025597526096365866,0.007030159512044474,0.0,0.2642512767368903
25,pcc,-0.0093832598142201,0.0017704833943552132,0.0,0.2638072410591178
