frame,method,dx,dy,angle,ecc_score
0,mask,0.0,0.0,0.0,1.0
1,pcc,0.0010020946048882992,-0.0012456328121936454,0.0,0.6334585558784762
2,pcc,0.0009413587589327981,-0.0026902681146231955,0.0,0.38057872842505536
3,pcc,0.006464805911672535,-0.006052556509217556,0.0,0.23290035160694766
4,pcc,0.009305264299526212,-0.016170027108242217,0.0,0.15711110730552394
5,pcc,0.0027015485993504163,-0.0127847773791982,0.0,0.11675029620280031
6,pcc,-0.010308182750350644,-0.007608862324701825,0.0,0.09817314663249692
7,pcc,-0.016703060734803137,-0.004340915437262417,0.0,0.08903561247119862
8,pcc,-0.01701793039973122,0.01019056807154432,0.0,0.08539304879457167
9,pcc,-0.001236996274291916,0.015215190450653554,0.0,0.07907029002202197
10,pcc,0.010647580136314807,-0.00757821584179406,0.0,0.07267044060099138
11,pcc,0.01084888998370869,-0.03286016985916353,0.0,0.07256213335995665
12,pcc,0.020861034798628053,-0.020455457654826162,0.0,0.06724498424811877
13,pcc,0.015541001097189073,-0.010579359059686811,0.0,0.06628541776355944
14,pcc,0.009226560289097286,0.008573573723832746,0.0,0.0685276431425494
15,pcc,-0.011125712478590004,0.013436573632645428,0.0,0.06741559028208427
16,pcc,-0.005369145022349338,0.016751603150540445,0.0,0.06927989897802599
17,pcc,-0.010328870167431205,0.03835766684003738,0.0,0.06916420333467953
18,pcc,-0.007438939523005787,0.010031647122209759,0.0,0.07099549793786164
19,pcc,-0.0013792295793040152,0.007136002767739245,0.0,0.06993771266329764
20,pcc,-0.02951960568352353,0.02145055445681133,0.0,0.06867122104508214
21,pcc,-0.02885662667907006,0.035653381509493515,0.0,0.06535082436422106
22,pcc,-0.02671902287833918,0.03329440002811381,0.0,0.06171067275697895
23,pcc,-0.035326834619853024,0.045577498667034526,0.0,0.0594654580925793
24,pcc,-0.031012652699039425,0.04642970924606037,0.0,0.06018658968285977
